"Title","Start","Description","lat","long"
"First Battle of Polotsk",1812-08-18,"In the First Battle of Polotsk, which took place on 17–18 August 1812, Russian troops under the command of Peter Wittgenstein fought French and Bavarian troops led by Nicolas Oudinot near the city of Polotsk, halting Oudinot's advance toward Saint Petersburg. The First Battle of Polotsk should be distinguished from the Second Battle of Polotsk which took place during the same campaign two months later.After the battle of Klyastitsy and several minor losses Oudinot's Corps retreated to Polotsk. In the early morning of 17 August, the 1st Infantry Corps led by Wittgenstein attacked the French positions near the village of Spas, forcing the French to retreat. Oudinot transported additional units to the sector of the attack and also counterattacked in the centre. By the night both the French and the Russians managed to keep their positions. Oudinot was wounded and had to hand over the command to Gouvion Saint-Cyr. The next morning Gouvion Saint-Cyr undertook a major offensive. He managed to mislead Wittgenstein about the area of the offensive, regroup his troops and suddenly attack the left flank and centre of the Russian positions. In the beginning the offensive was a major success, the French troops crushed the Russians and captured seven cannons. When the defeat seemed imminent, Wittgenstein organized a cavalry counterattack. It caused a scare among the French who had to cease the offensive and retreat. On the other hand, Wittgenstein retreated to the Drissa. For the next two months both the French and the Russians did not attempt to upset the balance of powers.French-Bavarian losses numbered 6,000 killed, wounded, and missing while the Russians lost 5,500. Bavarian general officer losses were heavy. General of Infantry Bernhard Erasmus von Deroy was mortally wounded and General-Major Siebein was killed. General-Majors Vincenti and Raglovitch were both wounded. Among the French, both Oudinot and General of Brigade François Valentin were wounded. Russian Generals Berg, Hamen, and Kazatchkowski suffered wounds.",55.4833,28.8
"Battle of Barrosa",1811-03-05,"The Battle of Barrosa (Chiclana, 5 March 1811) was part of an unsuccessful manoeuvre to break the siege of Cádiz in Spain during the Peninsular War. During the battle, a single British  division defeated two French divisions and captured a regimental eagle.Cádiz had been invested by the French in early 1810, leaving it accessible from the sea, but in March of the following year a reduction in the besieging army gave its garrison of Anglo-Spanish troops an opportunity to lift the siege. A large Allied strike force was shipped south from Cádiz to Tarifa, and moved to engage the siege lines from the rear. The French, under the command of  Marshal Victor, were aware of the Allied movement and redeployed to prepare a trap. Victor placed one division on the road to Cádiz, blocking the Allied line of march, while his two remaining divisions fell on the single Anglo-Portuguese rearguard division under the command of Sir Thomas Graham.Following a fierce battle on two fronts, the British succeeded in routing the attacking French forces.  A lack of support from the larger Spanish contingent prevented an absolute victory, and the French were able to regroup and reoccupy their siege lines. Graham's tactical victory proved to have little strategic effect on the continuing war, to the extent that Victor was able to claim the battle as a French victory since the siege remained in force until finally being lifted on 24 August 1812.",36.3719,-6.1765
"Siege of Gerona",1809-12-12,"The Third Siege of Gerona refers to the French Grande Armée's seven-month siege of Girona, from 6 May to 12 December 1809, a significant event in the Peninsular War.Some 18,000 French and Westphalian troops, commanded by General Laurent de Gouvion Saint-Cyr during much of the siege, before Marshal Pierre Augereau took command on 12 October besieged the town, which held out under General Mariano Alvarez de Castro, in command of some 5,600 regular troops and militiamen, until disease and famine compelled it to capitulate on 12 December.",41.9844,2.8211
"Siege of Tarragona",1813-06-11,"In the Siege of Tarragona (June 3–11, 1813), an overwhelming Anglo-Allied force commanded by Lieutenant General John Murray, 8th Baronet failed to capture the Spanish port of Tarragona from a small Franco-Italian garrison led by General of Brigade Antoine Marc Augustin Bertoletti. Murray was subsequently removed from command for his indecisive and contradictory leadership.",41.1156,1.2494
"Battle of Campo Tenese",1806-03-09,"The Battle of Campo Tenese (10 March 1806) saw two divisions of the Imperial French Army of Naples led by Jean Reynier attack the left wing of the Royal Neapolitan Army under Roger de Damas. Though the defenders were protected by field fortifications, a French frontal attack combined with a turning movement rapidly overran the position and routed the Neapolitans with heavy losses. The action occurred at Campotenese, a little mountain village in the municipality of Morano Calabro in the north of Calabria. The battle was fought during the War of the Third Coalition, part of the Napoleonic Wars. Following the decision by King Ferdinand IV of Naples to ally himself with the Austrian Empire, Russian Empire, and United Kingdom of Great Britain and Ireland and Napoleon's decisive victory over the Allies at the Battle of Austerlitz, Napoleon declared Bourbon rule of southern Italy at an end. In the second week of February 1806 the Imperial French armies poured across the border in the Invasion of Naples. The Neapolitan army, divided into two wings, retreated before the superior forces of their opponents. At Campo Tenese, Damas attempted to make a stand with the left wing in order to give the right wing time to join him. After the defeat, the Neapolitan army melted away from desertion and only a few thousand soldiers remained to be evacuated to Sicily by the British Royal Navy. However, the conflict was far from over. The Siege of Gaeta, the British victory at Maida, and a bitter insurrection in Calabria proved to be obstacles to French success.",39.875,16.0667
"Battle of San Marcial",1813-08-31,"At the Battle of San Marcial, 31 August 1813, the Spanish Army of Galicia under General Freire turned back Marshal Nicolas Soult's last major offensive against the Marquess of Wellington's allied army.",43.3278,-1.76139
"Raid on Griessie",1807-12-11,"The Raid on Griessie was a British attack on the Dutch port of Griessie (later renamed Gresik) on Java in the Dutch East Indies in December 1807 during the Napoleonic Wars. The raid was the final action in a series of engagements fought by the British squadron based in the Indian Ocean against the Dutch naval forces in Java, and it completed the destruction of the Dutch squadron with the scuttling of two old ships of the line, the last Dutch warships in the region. The British squadron—under the command of Rear-Admiral Sir Edward Pellew—sought to eliminate the Dutch in an effort to safeguard the trade route with China, which ran through the Straits of Malacca and were in range of Dutch raiders operating from the principal Javan port of Batavia. In the summer of 1806, British frigates reconnoitred Javan waters and captured two Dutch frigates, encouraging Pellew to lead a major attack on Batavia that destroyed the last Dutch frigate and several smaller warships. Prior to the Batavia raid however, Dutch Rear-Admiral Hartsink had ordered his ships of the line to sail eastwards, where they took shelter at Griessie, near Sourabaya.On the morning of 5 December 1807, a second raiding squadron under Pellew appeared off Griessie and demanded that the Dutch squadron in the harbour surrender. The Dutch commander—Captain Cowell—refused, and seized the boat party that had carried the message. Pellew responded by advancing up the river and exchanging fire with a Dutch gun battery on Madura Island, at which point the governor in Surabaya overruled Captain Cowell, released the seized boat party and agreed to surrender the ships at anchor in Gresik harbour. By the time Pellew reached the anchorage, however, Cowell had scuttled all of the ships in shallow water, and Pellew was only able to set the wreckage on fire. Landing shore parties, the British destroyed all military supplies in the town and demolished the battery on Madura. With the destruction of the force in Griessie, the last of the Dutch naval forces in the Pacific were eliminated. British forces returned to the region in 1810 with a large scale expeditionary force that successfully invaded and captured Java in 1811, temporary removing the last Dutch colony east of Africa.",-7.13806,112.653
"Battle of Diamond Rock",1805-06-02,"The Battle of Diamond Rock took place between 31 May and 2 June 1805 during the Napoleonic Wars. It was an attempt by Franco-Spanish force despatched under Captain Julien Cosmao to retake Diamond Rock, at the entrance to the bay leading to Fort-de-France, from the British forces that had occupied it over a year before. The French in Martinique had been unable to oust the defenders from the strategically important rock, and the British garrison was able to control access to Fort-de-France Bay, firing on ships attempting to enter it with guns they had placed on the cliffs. The arrival of a large combined Franco-Spanish fleet in May changed the strategic situation. The French commander, Pierre de Villeneuve, had orders to attack British possessions in the Caribbean, but instead waited at Martinique for clearer instructions. He was finally persuaded to authorise an assault on the British position, and a Franco-Spanish flotilla was despatched to storm the rock. Already short of water, the defenders held on in the summit for several days, while the French, who had forgotten to bring scaling ladders, could make little headway. The British, short of both water and ammunition, eventually negotiated the surrender of the rock after several days under fire. The British commander was subsequently tried by court martial for loss of his 'ship' after repatriation, but was honourably acquitted.",14.4431,-61.0389
"Battle of Sehested",1813-12-10,"The Battle of Sehested was fought between Danish and Swedish (with Prussian-Russian battalions) troops at Sehested (in Holstein) on 10 December 1813 during the War of the Sixth Coalition.The Danish Auxiliary Corps, which fought on the side of the French, was pushed back by the Swedish, Prussian and Russian alliance under Major General Ludwig von Wallmoden-Gimborn in early December 1813, but the Danes, commanded by Prince Frederik of Hesse, managed to secure their retreat by the victory in the Battle of Sehested. However, the battle could not change the course of the war, which ended in Denmark’s defeat in 1814.The Danish casualties were 550 men. The allies lost more than from 1200–2000.",54.3667,9.8167
"Second Siege of Zaragoza",1808-12-20,"The Second Siege of Zaragoza was the French capture of the Spanish city of Zaragoza (also known as Saragossa) during the Peninsular War. It was particularly noted for its brutality.",41.65,-0.8833
"Siege of Ciudad Rodrigo",1810-07-09,"In the Siege of Ciudad Rodrigo, the French Marshal Michel Ney took the fortified city from Field Marshal Don Andrés Perez de Herrasti on 9 July 1810 after a siege that began on 26 April. Ney's VI Corps made up part of a 65,000-strong army commanded by André Masséna, who was bent on a third French invasion of Portugal.",40.6,-6.5333
"Action of 13 March 1806",1806-03-13,"The Action of 13 March 1806 was a naval engagement of the Napoleonic Wars, fought when a British and a French squadron met unexpectedly in the mid-Atlantic. Neither force was aware of the presence of the other prior to the encounter and were participating in separate campaigns. The British squadron consisted of seven ships of the line accompanied by associated frigates, led by Rear-Admiral Sir John Borlase Warren, were tasked with hunting down and destroying the French squadron of Contre-Admiral Jean-Baptiste Willaumez, which had departed Brest for raiding operations in the South Atlantic in December 1805, at the start of the Atlantic campaign of 1806. The French force consisted of one ship of the line and one frigate, all that remained of Contre-Admiral Charles-Alexandre Durand Linois' squadron that had sailed for the Indian Ocean in March 1803 during the Peace of Amiens.  Linois raided British shipping lanes and harbours across the region, achieving limited success against undefended merchant ships but repeatedly withdrawing in the face of determined opposition, most notably at the Battle of Pulo Aura in February 1804. With his stores almost exhausted and the French ports east of the Cape of Good Hope that could have offered him replenishment eliminated, Linois decided to return to France in January 1806, and by March was inadvertently sailing across the cruising ground of Warren's squadron.Linois had twice failed to capture, or even seriously engage, large and valuable British merchant convoys on his cruise. When he saw scattered sails in the distance at 03:00 on 13 March 1806, he decided to investigate in his ship of the line Marengo, in the hope that the ships would again prove to be a merchant convoy. By the time he realised that the approaching ships were actually a powerful naval squadron, he was too close to outrun the lead ship, Warren's flagship HMS London. As London engaged Marengo, the French frigate Belle Poule attempted to escape from the approaching squadron independently, but was also run down and brought to battle by the British frigate HMS Amazon. Both engagements lasted over three hours and were bloody, the French ships surrendering after three and a half hours and losing nearly 70 men between them.The battle marked the end of Linois's three-year campaign against British trade and was the second British victory of the Atlantic campaign, following the Battle of San Domingo the previous month. Willaumez eventually returned to France, although without many of his squadron who were destroyed by British operations or Atlantic gales. Linois, despite the criticism levelled at him for his failures in the Indian Ocean, was considered to have fought hard and been unlucky to have encountered such an overwhelming force. Made a prisoner of war, Linois was not exchanged by Napoleon, who criticised his behaviour during the campaign and refused to employ him at sea again.",26.2667,-29.4167
"Battle of the Pyrenees",1813-08-02,"The Battle of the Pyrenees was a large-scale offensive launched on 25 July 1813 by Marshal Nicolas Jean de Dieu Soult from the Pyrénées region on Emperor Napoleon’s order, in the hope of relieving French garrisons under siege at Pamplona and San Sebastián. After initial success the offensive ground to a halt in face of increased allied resistance under the command of Arthur Wellesley, Marquess of Wellington. Soult abandoned the offensive on 30 July and headed toward France, having failed to relieve either garrison.The Battle of the Pyrenees involved several distinct actions. On 25 July, Soult and two French corps fought the reinforced British 4th Division and a Spanish division at the Battle of Roncesvalles. The Allied force successfully held off all attacks during the day, but retreated from the Roncesvalles Pass that night in the face of overwhelming French numerical superiority. Also on the 25th, a third French corps severely tried the British 2nd Division at the Battle of Maya. The British withdrew from the Maya Pass that evening. Wellington rallied his troops a short distance north of Pamplona and repelled the attacks of Soult's two corps at the Battle of Sorauren on 28 July.Instead of falling back to the northeast toward Roncesvalles Pass, Soult made contact with his third corps on 29 July and began to move north. On 30 July, Wellington attacked Soult's rearguards at Sourauren, driving some French troops to the northeast, while most continued to the north. Rather than use the Maya Pass, Soult elected to head north up the Bidassoa River valley. He managed to evade Allied attempts to surround his troops at Yanci on 1 August and escaped across a nearby pass after a final rearguard action at Etxalar on 2 August. The French suffered nearly twice as many casualties as the Allied army.",43.0467,-1.61333
"Battle of Tordesillas (1812)",1812-10-29,"In the Battle of Tordesillas or Battle of Villamuriel or Battle of Palencia between 25 and 29 October 1812, a French army led by Joseph Souham pushed back an Anglo-Portuguese-Spanish army commanded by Arthur Wellesley, Marquess Wellington. After its failed Siege of Burgos, the 35,000-man Allied army withdrew to the west, pursued by Souham's 53,000 French soldiers. On 23 October, French cavalry attacked the Allied rear guard in the inconclusive Battle of Venta del Pozo. The Allies pulled back behind the Pisuerga and Carrión Rivers and took up a defensive position. Beginning on the 25th there were clashes at Palencia and Villamuriel de Cerrato as Souham sought to turn the Allied north flank. Wellington then adopted an unorthodox defensive position, prompting Souham to pause for two days. The stalemate was broken on 29 October when a party of naked French soldiers swam the Duero River at Tordesillas with their weapons on a raft. Upon reaching the far bank, they took up their guns and routed the Brunswick defenders of a key bridge. With an intact bridge in French hands, Wellington was forced to continue his retreat toward Portugal. Meanwhile, Wellington's subordinate Rowland Hill withdrew from Madrid. The two British commanders united their armies near Alba de Tormes on 8 November. By this time the combined French armies were led by Nicolas Soult. Though 80,000 French faced 65,000 Allies on the old Salamanca battlefield neither commander initiated a battle, whereupon Wellington began a withdrawal. After a retreat in miserable conditions during which hundreds of soldiers were captured of died of hunger and exposure, the Allied army went into winter quarters. The actions were fought during the Peninsular War, part of the Napoleonic Wars.",41.5,-5.0
"Battle of Heilsberg",1807-06-10,"The Battle of Heilsberg took place on 10 June 1807, during the Napoleonic Wars.",54.1167,20.5833
"Battle of Santo Domingo",1806-02-06,"The Battle of San Domingo was a naval battle of the Napoleonic Wars fought on 6 February 1806 between squadrons of French and British ships of the line off the southern coast of the French-occupied Spanish colonial Captaincy General of Santo Domingo (San Domingo in contemporary British English) in the Caribbean Sea. The French squadron, under Vice-Admiral Corentin Urbain Leissègues in the 120-gun Impérial, had sailed from Brest in December 1805, one of two squadrons intending to raid British trade routes as part of the Atlantic campaign of 1806.Separating from the squadron under Contre-Admiral Jean-Baptiste Willaumez in the mid-Atlantic, Leissègues sailed for the Caribbean. After winter storms near the Azores damaged and scattered his squadron, Leissègues regrouped and repaired his ships at the city of Santo Domingo, where a British squadron under Vice-Admiral Sir John Thomas Duckworth discovered them on 6 February 1806. Duckworth had abandoned his assigned station off Cadiz in pursuit of Willaumez during December and traveled so far across the Atlantic in pursuit that he was forced to resupply at St. Kitts in the Leeward Islands, where news had reached him of Leissègues' arrival.By the time French lookouts at Santo Domingo had spotted Duckworth approaching from the southeast, it was too late for Leissègues to escape. Sailing with the wind westwards along the coast, Leissègues formed a line of battle to meet the approaching British squadron, which had split into two divisions. Although his divisions separated during the approach, Duckworth's lead ships remained in a tight formation and successfully engaged the head of the French line, targeting the flagship Impérial. Under pressure, the French squadron broke apart with the British isolating and capturing three ships before concentrating on the main combat around the French flagship. Severely damaged and surrounded, Leissègues drove Impérial ashore to avoid capture. The remaining French ship of the line, Diomède, followed him. Although most of the crew of these ships scrambled ashore, British boarding parties captured both vessels and set them on fire. The only French ships to escape the battle were three smaller warships, which Duckworth's squadron had ignored; they eventually returned to France.Willaumez's squadron remained at large in the Atlantic until July 1806, when a hurricane scattered the vessels along the American Seaboard where British patrols were waiting to intercept them. Of the 11 ships that set out in December 1805, just four eventually returned to France. The crews of the British squadron were decorated for their success, with the exception of Duckworth, who shared in the general thanks but was otherwise unrewarded. By leaving his post off Cadiz he had provoked the anger of Vice-Admiral Lord Collingwood, commander in the Mediterranean; only his victory enabled Duckworth to escape a court martial.The battle of San Domingo was the last fleet engagement of the war between French and British capital ships in open water. The Royal Navy's dominance off every French port made the risks involved in putting to sea insurmountable. The only subsequent breakout attempt, by the Brest fleet in 1809, ended with the defeat of the French fleet close to its own anchorage at the Battle of the Basque Roads.",18.3,-70.05
"Siege of Badajoz",1812-04-06,"In the Siege of Badajoz (16 March – 6 April 1812), also called the Third Siege of Badajoz, an Anglo-Portuguese Army, under General Arthur Wellesley (later the Duke of Wellington), besieged Badajoz, Spain and forced the surrender of the French garrison.The siege was one of the bloodiest in the Napoleonic Wars and was considered a costly victory by the British, with some 4,800 Allied soldiers killed in a few short hours of intense fighting during the storming of the breaches as the siege drew to an end. Enraged at the huge amount of casualties they suffered in seizing the city, the troops broke into houses and stores consuming vast quantities of liquor with many of them then going on a rampage. Threatening their officers and ignoring their commands to desist, and even killing several, the troops massacred about 4,000 Spanish civilians. It took three days before the men were brought back into order.",38.8789,-6.96694
"Battle of Valls",1809-02-25,"The Battle of Valls was fought on 25 February 1809, during the Peninsular War between a French force under General Gouvion Saint-Cyr and a Spanish force under General Reding. Fought near the town of Valls in Catalonia Spain, the battle ended in a French victory. The Spanish commander, General Reding, was fatally wounded during a cavalry charge against French cavalry.During actions on the 15th of February 1809, Reding's left wing was cut off from reinforcement by a French attack. Reding, deciding to retrieve this cut off army, instead of counter striking at Souham. Planning to meet up with his northern units, Reding left Tarragona with only 2,000 men and most of his cavalry. On his way he successfully met up with units, standing guard over the pass to Santa Cristina and  another unit at Santas Cruces. Having sufficient strength, he continued to the town of Santa Coloma, arriving there, he met up with his previously cut off left wing. With the combined left wing and the forces he took with him, Reding now had a total of almost 20,000 troops at his disposal. Deciding to defend Tarragona, he dispatched 4-5,000 of his men to watch Igualada and pressed home with his remaining men. St. Cyr aware of Reding's movements, moved to block the two direct routes of returning to Tarragona. Reding aware that Souham had moved and taken position in the town of Valls, still decided to take the route. Committing his forces to a march at night, Reding got his army to a bridge only two miles out of the town before day break.Upon arriving at the bridge, Reding's vanguard was involved in a skirmish with men of Souham's division. Both general's realizing that the time for battle had arrived rushed to get their men into position. Souham brought the rest of his division out of Valls and set them into position north of town. Reding, deciding that this division was pretty insignificant, pushed his advanced line and most of his center across the river continuing to send more across until the French division finally broke and fell back to Valls. At this point most his men and baggage train had crossed the bridge but nonetheless he decided to give his men a long break. St. Cyr learning of the attack later in the day rushed to Valls with the 7th Italian Dragoons, also bring the Italian division which would be delayed for six hours before joining the French line at Valls. Having seen the French line rallying when St. Cyr arrived with the Italian Cavalry, Reding pulled his forces back across the river in a defensive position. After 3 hours had passed and the Italian division had finally caught up to St. Cyr and little time was wasted forming the French line into battle. St. Cyr formed his line across the river and proceeded to cross under fire from the Spanish forces. The Spanish forces poured fire onto the French attackers but as the columned French grew close to the Spanish line, the Spaniards began routing across their lines and retreated in mass confusion. The only point of hand-to-hand combat came when Reding took his staff and cavalry and attacked the left column only to be met by the Italian dragoons. in the ensuing melee, Reding himself would take three wounds which would later prove fatal.",41.2833,1.25
"Battle of Matrand",1814-08-05,"The Battle of Matrand was a military battle on 5 August 1814 between Norwegian and Swedish forces as part of the Swedish-Norwegian War of 1814. It was the bloodiest battle of the entire war, in which the Swedes lost 340 men, of which 270 captured; the Norwegians lost around 50 men with 90 wounded and 15 captured.",60.0292,12.1245
"Siege of Danzig",1807-05-24,"The Siege of Danzig (19 March - 24 May 1807) was the French encirclement and capture of Danzig during the War of the Fourth Coalition. On 19 March 1807, around 27,000 French troops under Marshall Lefebvre besieged around 11,000 Prussian and Russian troops under Marshall Kalckreuth garrisoning the city of Danzig.",54.3667,18.6333
"Battle of Lapua",1808-07-14,"The Battle of Lapua was fought between Swedish and Russian troops on July 14, 1808 at Lapua, Finland. The Russians had set up defences around Lapua. The Swedes tried to outflank and surround the defending Russians. The Björneborg Regiment under Georg Carl von Döbeln distinguished itself during the battle.In the end the Russians managed to retreat, but the victory was an important one for the Swedish as it allowed them to continue their offensive.",62.9667,23.0167
"Battle of Laon",1814-03-10,"The Battle of Laon (9–10 March 1814) was the victory of Blücher's Prussian army over Napoleon's French army near Laon.",49.5658,3.6206
"Battle of Teugn-Hausen",1809-04-19,"The Battle of Teugen-Hausen or the Battle of Thann was an engagement that occurred during the War of the Fifth Coalition, part of the Napoleonic Wars. The battle was fought on 19 April 1809 between the French III Corps led by Marshal Louis-Nicolas Davout and the Austrian III Armeekorps commanded by Prince Friedrich Franz Xaver of Hohenzollern-Hechingen. The French won a hard-fought victory over their opponents when the Austrians withdrew that evening. The site of the battle is a wooded height approximately halfway between the villages of Teugn and Hausen in Lower Bavaria, part of modern-day Germany.Also on 19 April, clashes occurred at Arnhofen near Abensberg, Dünzling, Regensburg, and Pfaffenhofen an der Ilm. Together with the Battle of Teugen-Hausen, the fighting marked the first day of a four-day campaign which culminated in the French victory at the Battle of Eckmühl.Austria's invasion of the Kingdom of Bavaria caught Emperor Napoleon I of France's Franco-German army by surprise. Though the advance of Archduke Charles' Austrian army was slow, mistakes by Napoleon's subordinate Marshal Louis Alexandre Berthier placed Davout's corps in great peril. As Davout withdrew southwest from Regensburg on the south bank of the Danube, Charles tried to intercept the French with three powerful attacking columns.The first Austrian column missed the French altogether, while Davout's cavalry held off the second column. The third column crashed head-on into one of Davout's infantry divisions in a meeting engagement. Generals of both armies led their troops with courage and skill as the troops fought over two ridges. French reinforcements finally pushed the Austrians off the southern ridge late in the afternoon and Charles ordered a retreat that night. This opened a clear path for Davout to join the main body of the French army on 20 April.",48.9,12.0167
"Action of 9 July 1806",1806-07-09,"The Action of 9 July 1806 was a minor engagement between a French privateer frigate and British forces off Southern Ceylon during the Napoleonic Wars. French privateers operating from the Indian Ocean islands of Île Bonaparte and Île de France were a serious threat to British trade across the Indian Ocean during the Wars, and the British deployed numerous methods of intercepting them, including disguising warships as merchant vessels to lure privateers into unequal engagements with more powerful warships. Cruising near the Little Basses Reef on the Southern coast of Ceylon, the 34-gun privateer Bellone was sighted by the 16-gun British brig HMS Rattlesnake, which began chasing the larger French vessel. At 15:15, a third ship was sighted to the south, which proved to be the 74-gun ship of the line HMS Powerful, disguised as an East Indiaman.Although Bellone would normally be much faster than the large British warship, the light winds and Rattlesnake's determined pursuit prevented the privateer from escaping and at 17:00, Powerful was close enough to open fire. Despite the uneven nature of the combat, Bellone unexpectedly resisted the British attack for another hour and 45 minutes, causing more damage to Powerful than she received herself. The privateer was later taken into British service as a sixth rate frigate and prize money was paid for the captured vessels, but the action prompted questions in subsequent histories about the lack of efficiency in British gunnery.",6.46667,81.7167
"Battle of Tamatave",1811-05-20,"The Battle of Tamatave (sometimes called the Battle of Madagascar or the Action of 20 May 1811) was fought off Tamatave in Madagascar between British and French frigate squadrons during the Napoleonic Wars. The action was the final engagement of the Mauritius campaign of 1809–1811, and it saw the destruction of the last French attempt to reinforce their garrison on Mauritius. Although the news had not reached Europe by February 1811 when the reinforcement squadron left Brest, Mauritius had been captured in December 1810 by a British invasion fleet, the French defences hampered by the lack of the supplies and troops carried aboard the frigate squadron under the command of Commodore François Roquebert in Renommée. Roquebert's heavily laden ships reached Mauritius on 6 May and discovered that the island was in British hands the following day, narrowly escaping a trap laid by a squadron of British frigates ordered to hunt and destroy them.On 20 May the British squadron, under the command of Captain Charles Marsh Schomberg, discovered the French off Tamatave and attacked, both sides hampered by light winds which impeded movement for much of the day. During a period of calm weather early in the battle, the French were better positioned than the disorganised British squadron and Roquebert's ships inflicted severe damage on several British vessels before an increasing breeze allowed Schomberg to press home his attack. As the evening approached, the French attempted to escape, Roquebert sacrificing his flagship and ultimately his life to allow the frigates Clorinde and the badly damaged Néréide to escape. Five days later, Schomberg's squadron rediscovered Néréide at Tamatave and persuaded the town's commander to surrender without a fight. The battle was the last action of the Mauritius campaign and confirmed British dominance of the seas east of the Cape of Good Hope for the rest of the Napoleonic Wars.",-18.15,49.4167
"Siege of Ragusa",1814-01-27,"The Siege of Ragusa was fought between Austrian Croat troops allied with the British Royal Navy under Captain William Hoste against a French garrison under Joseph de Montrichard between 19 and 27 January 1814 during the Adriatic campaign of the Napoleonic Wars. The siege was fought on the coast of the Adriatic Sea for possession of the strategically important fortified town of Ragusa.",43.0892,16.1717
"Battle of Cardal",1807-01-20,"The Battle of Cardal (also known as Battle of Cordón), on 20 January 1807, was the main conflict between the  Spanish defense forces of Montevideo, Uruguay, and British troops during the siege of Montevideo during the second British invasion of the River Plate. The British won an easy victory over the outnumbered opposing forces, which paved the way for the fall of the city,",-34.8836,-56.1819
